yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,locationid,topicid,questionid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,145.1,145.1,,,142.7,147.5,Sex,Female,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN08,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN01,,CRDRATE,RACE,AIAN,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,444,444,,,,,Sex,Female,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN08,,NMBR,SEX,SEXF,,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,426.3,426.3,,,424,428.7,Sex,Female,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,127.2,127.2,,,121.7,132.9,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN08,,AGEADJRATE,SEX,SEXF,,,,
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,3.1,3.1,,,2.8,3.4,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN03,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,58,58,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN08,,NMBR,RACE,AIAN,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,167.5,167.5,,,162.2,173,Race/Ethnicity,Hispanic,,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,18.7,18.7,,,17.7,19.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN02,,AGEADJRATE,RACE,WHT,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,474,474,,,434.1,516.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN07,,CRDRATE,RACE,AIAN,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,20.2,20.2,,,18.4,22.1,Sex,Male,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN05,,CRDRATE,SEX,SEXM,,,,
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,12,12,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN04,,NMBR,RACE,API,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,73,73,,,62,85.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,651.8,651.8,,,649,654.6,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN07,,CRDRATE,SEX,SEXM,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,223.8,223.8,,,215.6,232.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN07,,AGEADJRATE,RACE,API,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,22.1,22.1,,,12.7,34.5,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN05,,AGEADJRATE,RACE,HIS,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN03,,AGEADJRATE,RACE,AIAN,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,5.8,5.8,,,4.8,6.9,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN02,,CRDRATE,RACE,HIS,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,5.1,5.1,,,3.9,6.6,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN01,,CRDRATE,RACE,HIS,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,12,12,,,10.7,13.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN05,,AGEADJRATE,RACE,API,,,,
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,18.3,18.3,,,17.4,19.3,Sex,Female,,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN01,,CRDRATE,SEX,SEXF,,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,488.2,488.2,,,483.4,492.9,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,NJ,New Jersey,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,28.1,28.1,,,27.5,28.7,Sex,Female,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2016,2020,NH,New Hampshire,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,478.6,478.6,,,473.8,483.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN07,,AGEADJRATE,RACE,WHT,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,42.3,42.3,,,39.9,44.9,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN08,,CRDRATE,RACE,HIS,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,2349,2349,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN04,,NMBR,RACE,WHT,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,293,293,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN08,,NMBR,RACE,HIS,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,92.6,92.6,,,60.7,133.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,1.4,1.4,,,1.2,1.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN03,,CRDRATE,RACE,WHT,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,14,14,,,13.4,14.6,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2016,2020,KY,Kentucky,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,639,639,,,,,Sex,Female,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN02,,NMBR,SEX,SEXF,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,7.1,7.1,,,5.7,8.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2015,2019,IL,Illinois,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,19.7,19.7,,,19.2,20.2,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN05,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,12.4,12.4,,,12.2,12.6,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,US,United States,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,144090,144090,,,,,Race/Ethnicity,Hispanic,,,,,,59,CAN,CAN07,,NMBR,RACE,HIS,,,,
2016,2020,LA,Louisiana,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,10.5,10.5,,,7.4,14.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,18.7,18.7,,,18.4,19.1,Sex,Female,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN02,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN02,,AGEADJRATE,RACE,API,,,
2015,2019,WA,Washington,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,635,635,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN05,,NMBR,RACE,WHT,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Female,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN05,,AGEADJRATE,SEX,SEXF,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,10.1,10.1,,,6.2,15.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN05,,AGEADJRATE,RACE,API,,,,
2015,2019,LA,Louisiana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,25,25,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN08,,NMBR,RACE,AIAN,,,,
2016,2020,CA,California,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,12.7,12.7,,,10.6,14.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN01,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN05,,AGEADJRATE,RACE,API,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,48,48,,,47.2,48.8,Sex,Male,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN04,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,9.7,9.7,,,8.2,11.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,135.2,135.2,,,134.1,136.3,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,120.8,120.8,,,111.1,131,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,826,826,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN01,,NMBR,RACE,WHT,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,44,44,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN03,,NMBR,RACE,WHT,,,,
2016,2020,GA,Georgia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2.3,2.3,,,2.1,2.5,Sex,Female,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN03,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,IL,Illinois,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2.2,2.2,,,2.1,2.4,Sex,Female,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN03,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,14.8,14.8,,,13.5,16.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2,2,,,1.8,2.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,149,149,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN01,,NMBR,RACE,API,,,,
2015,2019,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,92.3,92.3,,,87.7,96.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,20.2,20.2,,,19.7,20.7,Sex,Female,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN02,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,21.2,21.2,,,19.7,22.9,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,IN,Indiana,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2.6,2.6,,,2.3,2.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.8,1.8,,,1.4,2.2,Sex,Female,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN03,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2,2,,,1.9,2.1,Sex,Female,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN03,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,ID,Idaho,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN03,,AGEADJRATE,RACE,HIS,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,132.3,132.3,,,131.2,133.3,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.7,1.7,,,1.4,2.2,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN03,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,20.1,20.1,,,19,21.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,
2015,2019,MA,Massachusetts,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,7,7,,,5.8,8.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2015,2019,OK,Oklahoma,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,1292,1292,,,,,Sex,Male,,,,,POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN04,,NMBR,SEX,SEXM,,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN03,,AGEADJRATE,RACE,BLK,,,
2015,2019,UT,Utah,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,10.1,10.1,,,9.6,10.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,CAN,CAN01,,CRDRATE,RACE,WHT,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,22.4,22.4,,,15.8,30.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN04,,AGEADJRATE,RACE,API,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,13.4,13.4,,,13.1,13.7,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Sex,Female,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN05,,NMBR,SEX,SEXF,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,20,20,,,19,21,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN04,,AGEADJRATE,RACE,API,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.2,1.2,,,1,1.4,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN03,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,OK,Oklahoma,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,21.9,21.9,,,19.3,24.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN03,,NMBR,SEX,SEXM,,,
2015,2019,LA,Louisiana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,167.3,167.3,,,165.4,169.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2016,2020,IN,Indiana,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,18.7,18.7,,,18,19.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN05,,AGEADJRATE,RACE,WHT,,,,
2016,2020,KY,Kentucky,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,54.7,54.7,,,53.9,55.6,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN04,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,71.5,71.5,,,70,73.1,Sex,Male,,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN04,,CRDRATE,SEX,SEXM,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,29.6,29.6,,,29.1,30.1,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN04,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,512.1,512.1,,,508.9,515.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,,CRDRATE,RACE,WHT,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11.9,11.9,,,10.1,13.9,Race/Ethnicity,Hispanic,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN04,,AGEADJRATE,RACE,HIS,,,,
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.6,14.6,,,13.3,16.1,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,12.5,12.5,,,12.1,12.8,Sex,Female,,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN01,,AGEADJRATE,SEX,SEXF,,,,
